head,head_label,relation,tail,tail_label,description,chunk_id
电气设备,Equipment,REPAIRED_BY,维修保养,RepairMethod,做好维修保养工作,船舶电气设备及系统::chunk_321
36V以上的电器外壳,Component,HAS_SAFETY_NOTE,安全接地,SafetyNote,必须安全接地,船舶电气设备及系统::chunk_321
熔断器,Equipment,HAS_SAFETY_NOTE,警告牌,SafetyNote,修理时拿走熔断器并挂警告牌,船舶电气设备及系统::chunk_321
熔丝,Component,BELONGS_TO,熔断器,Equipment,换熔丝,船舶电气设备及系统::chunk_321
带电作业,SafetyNote,DIAGNOSED_BY,电气负责人,SafetyNote,必须经由电气负责人批准,船舶电气设备及系统::chunk_321
电容器,Component,REPAIRED_BY,放电,RepairMethod,应将电容器充分放电,船舶电气设备及系统::chunk_321
电容器,Component,REPAIRED_BY,短接,RepairMethod,必要时可先予以短接,船舶电气设备及系统::chunk_321
触电,FaultPhenomenon,REPAIRED_BY,切断电源,RepairMethod,迅速切断电源脱离,船舶电气设备及系统::chunk_321
触电,FaultPhenomenon,REPAIRED_BY,人工呼吸,RepairMethod,采取人工呼吸进行抢救,船舶电气设备及系统::chunk_321
触电,FaultPhenomenon,REPAIRED_BY,人工心脏按摩,RepairMethod,采取人工心脏按摩进行抢救,船舶电气设备及系统::chunk_321
船舶电气设备接地,SafetyNote,REPAIRED_BY,触电,FaultPhenomenon,防止触电,船舶电气设备及系统::chunk_321
船舶电气设备接地,SafetyNote,REPAIRED_BY,电气设备正常工作,FaultPhenomenon,保证电气设备正常工作,船舶电气设备及系统::chunk_321
船舶电气设备,Equipment,HAS_SAFETY_NOTE,保护接地,SafetyNote,船舶电气设备需要进行保护接地,船舶电气设备及系统::chunk_322
船舶电气设备,Equipment,HAS_SAFETY_NOTE,工作接地,SafetyNote,船舶电气设备需要进行工作接地,船舶电气设备及系统::chunk_322
船舶电气设备,Equipment,HAS_SAFETY_NOTE,防干扰接地,SafetyNote,船舶电气设备需要进行防干扰接地,船舶电气设备及系统::chunk_322
防干扰接地,SafetyNote,RELATED_TO,屏蔽接地,SafetyNote,防干扰接地也称为屏蔽接地,船舶电气设备及系统::chunk_322
保护接地,SafetyNote,REPAIRED_BY,中心点对地绝缘的低压电力系统,System,保护接地适用于该电力系统,船舶电气设备及系统::chunk_322
触电,FaultPhenomenon,HAS_PARAMETER,人体电阻,Parameter,触电与人体电阻有关,船舶电气设备及系统::chunk_322
保护接地,SafetyNote,HAS_PARAMETER,接地电阻,Parameter,保护接地涉及接地电阻,船舶电气设备及系统::chunk_322
《钢质海船入级规范》,SafetyNote,RELATED_TO,保护接地,SafetyNote,规范规定了保护接地要求,船舶电气设备及系统::chunk_322
《钢质海船入级规范》,SafetyNote,RELATED_TO,工作接地,SafetyNote,规范规定了工作接地要求,船舶电气设备及系统::chunk_322
保护接地,SafetyNote,RELATED_TO,工作电压不超过50V的设备,Equipment,此类设备可免保护接地,船舶电气设备及系统::chunk_322
保护接地,SafetyNote,RELATED_TO,双重绝缘设备,Equipment,此类设备可免保护接地,船舶电气设备及系统::chunk_322
保护接地,SafetyNote,RELATED_TO,绝缘轴承座,Component,此类部件可免保护接地,船舶电气设备及系统::chunk_322
保护接地,SafetyNote,HAS_COMPONENT,专用导体接地,Component,保护接地可使用专用导体,船舶电气设备及系统::chunk_322
保护接地,SafetyNote,HAS_COMPONENT,设备底座,Component,保护接地可通过设备底座实现,船舶电气设备及系统::chunk_322
专用导体接地,Component,HAS_PARAMETER,接触电阻,Parameter,接地要求接触电阻不大于0.02Ω,船舶电气设备及系统::chunk_322
设备底座,Component,HAS_PARAMETER,接触电阻,Parameter,接地要求接触电阻不大于0.02Ω,船舶电气设备及系统::chunk_322
电缆的所有金属护套或金属覆层,Component,BELONGS_TO,保护接地,SafetyNote,电缆金属护套需作保护接地,船舶电气设备及系统::chunk_322
保护接地,SafetyNote,HAS_COMPONENT,接地导体,Component,保护接地使用接地导体,船舶电气设备及系统::chunk_322
工作接地,SafetyNote,BELONGS_TO,电力系统中性点接地的三相四线制系统,System,工作接地用于此类系统,船舶电气设备及系统::chunk_322
工作接地,SafetyNote,HAS_COMPONENT,电焊机的接地线,Component,电焊机接地线是工作接地例子,船舶电气设备及系统::chunk_322
工作接地,SafetyNote,RELATED_TO,保护接地,SafetyNote,工作接地与保护接地不能共用接地装置,船舶电气设备及系统::chunk_323
工作接地,SafetyNote,HAS_COMPONENT,接地装置,Equipment,工作接地使用接地装置,船舶电气设备及系统::chunk_323
工作接地,SafetyNote,HAS_COMPONENT,船体永久结构,Component,工作接地应接到船体永久结构上,船舶电气设备及系统::chunk_323
工作接地,SafetyNote,HAS_COMPONENT,基座,Component,工作接地应接到基座上,船舶电气设备及系统::chunk_323
工作接地,SafetyNote,HAS_COMPONENT,支架,Component,工作接地应接到支架上,船舶电气设备及系统::chunk_323
工作接地,SafetyNote,HAS_COMPONENT,接地点,Component,工作接地有接地点,船舶电气设备及系统::chunk_323
接地点,Component,RELATED_TO,船壳板,Component,接地点不应固定在船壳板上,船舶电气设备及系统::chunk_323
工作接地,SafetyNote,HAS_COMPONENT,工作接地线,Component,工作接地使用工作接地线,船舶电气设备及系统::chunk_323
工作接地线,Component,RELATED_TO,裸线,Component,工作接地线不能使用裸线,船舶电气设备及系统::chunk_323
工作接地,SafetyNote,HAS_PARAMETER,接地电阻,Parameter,工作接地有接地电阻要求,船舶电气设备及系统::chunk_323
工作接地线,Component,RELATED_TO,载流导线,Component,工作接地线的型号和截面积应与绝缘敷设的那一级（或相）导线相同,船舶电气设备及系统::chunk_323
工作接地,SafetyNote,HAS_COMPONENT,专用螺钉,Component,工作接地使用专用螺钉,船舶电气设备及系统::chunk_323
屏蔽接地,SafetyNote,CAUSED_BY,电磁干扰,FaultPhenomenon,屏蔽接地是为了防止电磁干扰,船舶电气设备及系统::chunk_323
屏蔽接地,SafetyNote,HAS_PARAMETER,电磁兼容性,Parameter,屏蔽接地提高设备的电磁兼容性,船舶电气设备及系统::chunk_323
屏蔽接地,SafetyNote,HAS_COMPONENT,屏蔽体,Component,屏蔽接地在屏蔽体与地或干扰源的金属机壳之间所做的良好电气连接,船舶电气设备及系统::chunk_323
屏蔽接地,SafetyNote,HAS_COMPONENT,地,Component,屏蔽接地在屏蔽体与地之间所做的良好电气连接,船舶电气设备及系统::chunk_323
屏蔽接地,SafetyNote,HAS_COMPONENT,金属机壳,Component,屏蔽接地在屏蔽体与干扰源的金属机壳之间所做的良好电气连接,船舶电气设备及系统::chunk_323
无线电通信设备,Equipment,HAS_COMPONENT,封闭机壳,Component,无线电通信设备一般都装在封闭的金属机壳内,船舶电气设备及系统::chunk_323
屏蔽,SafetyNote,CAUSED_BY,无线电干扰,FaultPhenomenon,屏蔽是抑制无线电干扰的有效措施,船舶电气设备及系统::chunk_323
无线电干扰,FaultPhenomenon,CAUSED_BY,干扰源,FaultCause,外来干扰源产生无线电干扰,船舶电气设备及系统::chunk_323
电缆,Component,HAS_COMPONENT,金属管,Component,电缆应敷设在金属管内,船舶电气设备及系统::chunk_323
电缆,Component,HAS_COMPONENT,屏蔽电缆,Component,电缆可采用屏蔽电缆,船舶电气设备及系统::chunk_323
航行设备,Equipment,HAS_COMPONENT,电缆,Component,航行设备的电缆,船舶电气设备及系统::chunk_323
无线电室,System,HAS_COMPONENT,电缆,Component,进入无线电室的所有电缆,船舶电气设备及系统::chunk_323
电缆,Component,HAS_COMPONENT,金属管道,Component,电缆敷设在金属管道内,船舶电气设备及系统::chunk_323
无线电分电箱,Equipment,HAS_COMPONENT,滤波器,Equipment,无线电分电箱的电源电缆应设置防干扰的滤波器,船舶电气设备及系统::chunk_323
无线电分电箱,Equipment,HAS_COMPONENT,电容器,Equipment,无线电分电箱的汇流排上应设置抑制无线电干扰的电容器,船舶电气设备及系统::chunk_323
无线电助航仪器,Equipment,HAS_COMPONENT,电容器,Equipment,无线电助航仪器的汇流排上应设置抑制无线电干扰的电容器,船舶电气设备及系统::chunk_323
内燃机,Equipment,HAS_COMPONENT,点火系统,System,内燃机的点火系统,船舶电气设备及系统::chunk_323
内燃机,Equipment,HAS_COMPONENT,起动装置,System,内燃机的起动装置,船舶电气设备及系统::chunk_323
点火系统,System,HAS_COMPONENT,高阻尼点火线,Component,点火系统电缆可采用高阻尼点火线,船舶电气设备及系统::chunk_323
电气设备,Equipment,HAS_COMPONENT,金属外壳,Component,电气设备的金属外壳,船舶电气设备及系统::chunk_323
电缆,Component,HAS_COMPONENT,金属屏蔽护套,Component,电缆的金属屏蔽护套,船舶电气设备及系统::chunk_323
保护接零,SafetyNote,BELONGS_TO,中性点接地的三相四线制系统,System,保护接零应用于中性点接地的三相四线制系统,船舶电气设备及系统::chunk_324
保护接零,SafetyNote,RELATED_TO,电气设备,Equipment,保护接零用于保护电气设备,船舶电气设备及系统::chunk_324
保护接零,SafetyNote,HAS_COMPONENT,金属部件,Component,保护接零连接电气设备的金属部件,船舶电气设备及系统::chunk_324
保护接零,SafetyNote,RELATED_TO,系统零线,Component,保护接零将金属部件与系统零线相接,船舶电气设备及系统::chunk_324
碰壳短路,FaultPhenomenon,CAUSED_BY,电气设备,Equipment,电气设备发生碰壳短路故障,船舶电气设备及系统::chunk_324
碰壳短路,FaultPhenomenon,HAS_PARAMETER,短路电流,Parameter,碰壳短路产生短路电流,船舶电气设备及系统::chunk_324
短路电流,Parameter,RELATED_TO,系统零线,Component,短路电流经零线形成回路,船舶电气设备及系统::chunk_324
保护装置,Equipment,REPAIRED_BY,碰壳短路,FaultPhenomenon,保护装置能切断碰壳短路故障,船舶电气设备及系统::chunk_324
重复接地,SafetyNote,BELONGS_TO,中性点接地的三相四线制系统,System,重复接地应用于中性点接地的三相四线制系统,船舶电气设备及系统::chunk_324
重复接地,SafetyNote,REPAIRED_BY,接零线断裂,FaultPhenomenon,重复接地用于防止接零线断裂带来的危险,船舶电气设备及系统::chunk_324
接零线断裂,FaultPhenomenon,CAUSED_BY,触电事故,FaultPhenomenon,接零线断裂可能导致触电事故,船舶电气设备及系统::chunk_324
避雷接地,SafetyNote,RELATED_TO,避雷针,Equipment,避雷接地是将避雷针接地,船舶电气设备及系统::chunk_324
船舶电气火灾,FaultPhenomenon,CAUSED_BY,绝缘下降,FaultPhenomenon,绝缘下降是电气火灾的原因之一,船舶电气设备及系统::chunk_324
船舶电气火灾,FaultPhenomenon,CAUSED_BY,绝缘损坏,FaultPhenomenon,绝缘损坏是电气火灾的原因之一,船舶电气设备及系统::chunk_324
船舶电气火灾,FaultPhenomenon,CAUSED_BY,电气线路短路,FaultPhenomenon,电气线路短路是电气火灾的原因之一,船舶电气设备及系统::chunk_324
船舶电气火灾,FaultPhenomenon,CAUSED_BY,接地故障,FaultPhenomenon,接地故障是电气火灾的原因之一,船舶电气设备及系统::chunk_324
绝缘下降,FaultPhenomenon,RELATED_TO,火花,FaultPhenomenon,绝缘下降可能引起火花,船舶电气设备及系统::chunk_324
绝缘损坏,FaultPhenomenon,RELATED_TO,火花,FaultPhenomenon,绝缘损坏可能引起火花,船舶电气设备及系统::chunk_324
电气线路短路,FaultPhenomenon,RELATED_TO,火花,FaultPhenomenon,电气线路短路可能引起火花,船舶电气设备及系统::chunk_324
接地故障,FaultPhenomenon,RELATED_TO,火花,FaultPhenomenon,接地故障可能引起火花,船舶电气设备及系统::chunk_324
船舶电气火灾,FaultPhenomenon,CAUSED_BY,长期过载,FaultPhenomenon,长期过载是电气火灾的原因之一,船舶电气设备及系统::chunk_324
船舶电气火灾,FaultPhenomenon,CAUSED_BY,超负荷工作,FaultPhenomenon,超负荷工作是电气火灾的原因之一,船舶电气设备及系统::chunk_324
长期过载,FaultPhenomenon,CAUSED_BY,温升超过允许值,FaultPhenomenon,长期过载导致温升超过允许值,船舶电气设备及系统::chunk_324
超负荷工作,FaultPhenomenon,CAUSED_BY,温升超过允许值,FaultPhenomenon,超负荷工作导致温升超过允许值,船舶电气设备及系统::chunk_324
温升超过允许值,FaultPhenomenon,CAUSED_BY,燃烧,FaultPhenomenon,温升超过允许值可能导致燃烧,船舶电气设备及系统::chunk_324
船舶电气火灾,FaultPhenomenon,CAUSED_BY,继电器通断不良,FaultPhenomenon,继电器通断不良是电气火灾的原因之一,船舶电气设备及系统::chunk_324
船舶电气火灾,FaultPhenomenon,CAUSED_BY,接触器通断不良,FaultPhenomenon,接触器通断不良是电气火灾的原因之一,船舶电气设备及系统::chunk_324
继电器通断不良,FaultPhenomenon,RELATED_TO,灭弧不好,FaultPhenomenon,继电器通断不良可能与灭弧不好有关,船舶电气设备及系统::chunk_324
接触器通断不良,FaultPhenomenon,RELATED_TO,灭弧不好,FaultPhenomenon,接触器通断不良可能与灭弧不好有关,船舶电气设备及系统::chunk_324
船舶电气火灾,FaultPhenomenon,CAUSED_BY,换向不好,FaultPhenomenon,换向不好是电气火灾的原因之一,船舶电气设备及系统::chunk_324
换向不好,FaultPhenomenon,CAUSED_BY,换向火花过大,FaultPhenomenon,换向不好导致换向火花过大,船舶电气设备及系统::chunk_324
船舶电气火灾,FaultPhenomenon,CAUSED_BY,连接点松动,FaultPhenomenon,连接点松动是电气火灾的原因之一,船舶电气设备及系统::chunk_324
连接点松动,FaultPhenomenon,CAUSED_BY,接触不好,FaultPhenomenon,连接点松动导致接触不好,船舶电气设备及系统::chunk_324
接触不好,FaultPhenomenon,CAUSED_BY,局部发热,FaultPhenomenon,接触不好导致局部发热,船舶电气设备及系统::chunk_324
局部发热,FaultPhenomenon,CAUSED_BY,燃烧,FaultPhenomenon,局部发热可能导致燃烧,船舶电气设备及系统::chunk_324
电气设备,Equipment,HAS_PARAMETER,绝缘电阻,Parameter,电气设备具有绝缘电阻参数,船舶电气设备及系统::chunk_324
电气设备,Equipment,HAS_PARAMETER,载流量,Parameter,电气设备具有载流量参数,船舶电气设备及系统::chunk_324
载流量,Parameter,RELATED_TO,额定范围,Parameter,载流量需控制在额定范围内,船舶电气设备及系统::chunk_324
油船,Equipment,HAS_FAULT,静电,FaultPhenomenon,油船上存在静电现象,船舶电气设备及系统::chunk_326
静电,FaultPhenomenon,CAUSED_BY,摩擦,FaultCause,静电由摩擦产生,船舶电气设备及系统::chunk_326
静电,FaultPhenomenon,CAUSED_BY,冲击,FaultCause,静电由冲击产生,船舶电气设备及系统::chunk_326
货油,Component,RELATED_TO,输油管路,Component,货油沿输油管路流动,船舶电气设备及系统::chunk_326
货油,Component,RELATED_TO,油舱,Component,货油流入油舱,船舶电气设备及系统::chunk_326
货油,Component,RELATED_TO,管壁,Component,货油与管壁摩擦,船舶电气设备及系统::chunk_326
船体,Equipment,HAS_FAULT,船体变形,FaultPhenomenon,船体可能发生变形,船舶电气设备及系统::chunk_326
船体变形,FaultPhenomenon,CAUSED_BY,应力损伤,FaultPhenomenon,船体变形引起应力损伤,船舶电气设备及系统::chunk_326
